concept_id,concept_name,standard_concept,standard_concept_caption,invalid_reason,invalid_reason_caption,concept_code,domain_id,vocabulary_id,concept_class_id,valid_start_date,valid_end_date
43165643,500 ML Magnesium Chloride 0.3 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Acetate Trihydrate 4.64 MG/ML / Sodium Chloride 6 MG/ML Prefilled Syringe,S,Standard,V,Valid,OMOP431304,Drug,RxNorm Extension,Quant Clinical Drug,1503547200000,4102376400000
43187608,500 ML Magnesium Chloride 0.3 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Acetate Trihydrate 4.64 MG/ML / Sodium Chloride 6 MG/ML Prefilled Syringe Box of 20,S,Standard,V,Valid,OMOP431305,Drug,RxNorm Extension,Quant Clinical Box,1503547200000,4102376400000
43220448,500 ML Magnesium Chloride 0.3 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Acetate Trihydrate 4.64 MG/ML / Sodium Chloride 6 MG/ML Prefilled Syringe [Inoven],S,Standard,V,Valid,OMOP431306,Drug,RxNorm Extension,Quant Branded Drug,1503547200000,4102376400000
43154648,500 ML Magnesium Chloride 0.3 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Acetate Trihydrate 4.64 MG/ML / Sodium Chloride 6 MG/ML Prefilled Syringe [Inoven] Box of 20,S,Standard,V,Valid,OMOP431307,Drug,RxNorm Extension,Quant Branded Box,1503547200000,4102376400000
43176671,500 ML Magnesium Chloride 0.3 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Acetate Trihydrate 4.64 MG/ML / Sodium Chloride 6 MG/ML Prefilled Syringe [Inoven] Box of 20 by Fresenius,S,Standard,V,Valid,OMOP431308,Drug,RxNorm Extension,Marketed Product,1503547200000,4102376400000
42918682,500 ML Magnesium Chloride 0.3 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Acetate 3.9 MG/ML / Sodium Chloride 5.26 MG/ML / ... Injectable Solution,S,Standard,V,Valid,OMOP4645563,Drug,RxNorm Extension,Quant Clinical Drug,1534824000000,4102376400000
42918684,500 ML Magnesium Chloride 0.3 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Acetate 3.9 MG/ML / Sodium Chloride 5.26 MG/ML / ... Injectable Solution [DAIHAN PLASCON],S,Standard,V,Valid,OMOP4645565,Drug,RxNorm Extension,Quant Branded Drug,1534824000000,4102376400000
42918686,500 ML Magnesium Chloride 0.3 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Acetate 3.9 MG/ML / Sodium Chloride 5.26 MG/ML / ... Injectable Solution [PLASMA SOLUTION A CJ],S,Standard,V,Valid,OMOP4645566,Drug,RxNorm Extension,Quant Branded Drug,1534824000000,4102376400000
42918683,500 ML Magnesium Chloride 0.3 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Acetate 3.9 MG/ML / Sodium Chloride 5.26 MG/ML / ... Injectable Solution [PLASU OP],S,Standard,V,Valid,OMOP4645564,Drug,RxNorm Extension,Quant Branded Drug,1534824000000,4102376400000
43270707,500 ML Magnesium Chloride 0.3 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Acetate Trihydrate 3.4 MG/ML / Sodium Chloride 5.26 MG/ML / Sodium gluconate 5.02 MG/ML Injection,S,Standard,V,Valid,OMOP568897,Drug,RxNorm Extension,Quant Clinical Drug,1503547200000,4102376400000
43281596,500 ML Magnesium Chloride 0.3 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Acetate Trihydrate 3.4 MG/ML / Sodium Chloride 5.26 MG/ML / Sodium gluconate 5.02 MG/ML Injection Box of 18,S,Standard,V,Valid,OMOP568898,Drug,RxNorm Extension,Quant Clinical Box,1503547200000,4102376400000
43265209,500 ML Magnesium Chloride 0.3 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Acetate Trihydrate 3.4 MG/ML / Sodium Chloride 5.26 MG/ML / Sodium gluconate 5.02 MG/ML Injection [Plasma-Lyte R],S,Standard,V,Valid,OMOP568899,Drug,RxNorm Extension,Quant Branded Drug,1503547200000,4102376400000
43287056,500 ML Magnesium Chloride 0.3 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Acetate Trihydrate 3.4 MG/ML / Sodium Chloride 5.26 MG/ML / Sodium gluconate 5.02 MG/ML Injection [Plasma-Lyte R] Box of 18,S,Standard,V,Valid,OMOP568901,Drug,RxNorm Extension,Quant Branded Box,1503547200000,4102376400000
2907360,500 ML magnesium chloride 0.6 MG/ML / potassium chloride 0.379 MG/ML / sodium acetate 3.65 MG/ML / sodium chloride 5.26 MG/ML / sodium gluconate 5.02 MG/ML Injection,S,Standard,V,Valid,OMOP5124115,Drug,RxNorm Extension,Quant Clinical Drug,1625025600000,4102376400000
2907359,500 ML magnesium chloride 0.6 MG/ML / potassium chloride 0.379 MG/ML / sodium acetate 3.65 MG/ML / sodium chloride 5.26 MG/ML / sodium gluconate 5.02 MG/ML Injection Box of 18,S,Standard,V,Valid,OMOP5124114,Drug,RxNorm Extension,Quant Clinical Box,1625025600000,4102376400000
2907356,500 ML magnesium chloride 0.6 MG/ML / potassium chloride 0.379 MG/ML / sodium acetate 3.65 MG/ML / sodium chloride 5.26 MG/ML / sodium gluconate 5.02 MG/ML Injection [Plasma-lyte],S,Standard,V,Valid,OMOP5124111,Drug,RxNorm Extension,Quant Branded Drug,1625025600000,4102376400000
2907358,500 ML magnesium chloride 0.6 MG/ML / potassium chloride 0.379 MG/ML / sodium acetate 3.65 MG/ML / sodium chloride 5.26 MG/ML / sodium gluconate 5.02 MG/ML Injection [Plasma-Lyte R],S,Standard,V,Valid,OMOP5124113,Drug,RxNorm Extension,Quant Branded Drug,1625025600000,4102376400000
2907357,500 ML magnesium chloride 0.6 MG/ML / potassium chloride 0.379 MG/ML / sodium acetate 3.65 MG/ML / sodium chloride 5.26 MG/ML / sodium gluconate 5.02 MG/ML Injection [Plasma-Lyte R] Box of 18,S,Standard,V,Valid,OMOP5124112,Drug,RxNorm Extension,Quant Branded Box,1625025600000,4102376400000
2907268,500 ML magnesium chloride 0.6 MG/ML / potassium chloride 0.3 MG/ML / sodium acetate 4.63 MG/ML / sodium chloride 6 MG/ML Injection,S,Standard,V,Valid,OMOP5124108,Drug,RxNorm Extension,Quant Clinical Drug,1625025600000,4102376400000
2907353,500 ML magnesium chloride 0.6 MG/ML / potassium chloride 0.3 MG/ML / sodium acetate 4.63 MG/ML / sodium chloride 6 MG/ML Injection Box of 20,S,Standard,V,Valid,OMOP5124107,Drug,RxNorm Extension,Quant Clinical Box,1625025600000,4102376400000
2907355,500 ML magnesium chloride 0.6 MG/ML / potassium chloride 0.3 MG/ML / sodium acetate 4.63 MG/ML / sodium chloride 6 MG/ML Injection [Ionolyte],S,Standard,V,Valid,OMOP5124110,Drug,RxNorm Extension,Quant Branded Drug,1625025600000,4102376400000
2907308,500 ML magnesium chloride 0.6 MG/ML / potassium chloride 0.3 MG/ML / sodium acetate 4.63 MG/ML / sodium chloride 6 MG/ML Injection [Ionolyte] Box of 20,S,Standard,V,Valid,OMOP5124109,Drug,RxNorm Extension,Quant Branded Box,1625025600000,4102376400000
43165621,500 ML Magnesium Chloride 0.6 MG/ML / Potassium Chloride 0.74 MG/ML / Sodium Acetate Trihydrate 7.36 MG/ML / Sodium Chloride 11.1 MG/ML / Sodium gluconate 10 MG/ML Prefilled Syringe,S,Standard,V,Valid,OMOP431136,Drug,RxNorm Extension,Quant Clinical Drug,1503547200000,4102376400000
43220427,500 ML Magnesium Chloride 0.6 MG/ML / Potassium Chloride 0.74 MG/ML / Sodium Acetate Trihydrate 7.36 MG/ML / Sodium Chloride 11.1 MG/ML / Sodium gluconate 10 MG/ML Prefilled Syringe Box of 20,S,Standard,V,Valid,OMOP431137,Drug,RxNorm Extension,Quant Clinical Box,1503547200000,4102376400000
43187586,500 ML Magnesium Chloride 0.6 MG/ML / Potassium Chloride 0.74 MG/ML / Sodium Acetate Trihydrate 7.36 MG/ML / Sodium Chloride 11.1 MG/ML / Sodium gluconate 10 MG/ML Prefilled Syringe [Plasma-lyte],S,Standard,V,Valid,OMOP431138,Drug,RxNorm Extension,Quant Branded Drug,1503547200000,4102376400000
43165622,500 ML Magnesium Chloride 0.6 MG/ML / Potassium Chloride 0.74 MG/ML / Sodium Acetate Trihydrate 7.36 MG/ML / Sodium Chloride 11.1 MG/ML / Sodium gluconate 10 MG/ML Prefilled Syringe [Plasma-lyte] Box of 20,S,Standard,V,Valid,OMOP431139,Drug,RxNorm Extension,Quant Branded Box,1503547200000,4102376400000
43176647,500 ML Magnesium Chloride 0.6 MG/ML / Potassium Chloride 0.74 MG/ML / Sodium Acetate Trihydrate 7.36 MG/ML / Sodium Chloride 11.1 MG/ML / Sodium gluconate 10 MG/ML Prefilled Syringe [Plasma-lyte] Box of 20 by Baxter,S,Standard,V,Valid,OMOP431140,Drug,RxNorm Extension,Marketed Product,1503547200000,4102376400000
21059705,500 ML Pentastarch 100 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution,S,Standard,V,Valid,OMOP329724,Drug,RxNorm Extension,Quant Clinical Drug,1503547200000,4102376400000
21079424,500 ML Pentastarch 100 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution Box of 1,S,Standard,V,Valid,OMOP329725,Drug,RxNorm Extension,Quant Clinical Box,1503547200000,4102376400000
21069650,500 ML Pentastarch 100 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution [Hemohes],S,Standard,V,Valid,OMOP329726,Drug,RxNorm Extension,Quant Branded Drug,1503547200000,4102376400000
21059706,500 ML Pentastarch 100 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution [Hemohes] Box of 1,S,Standard,V,Valid,OMOP329729,Drug,RxNorm Extension,Quant Branded Box,1503547200000,4102376400000
21108842,500 ML Pentastarch 100 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution [Hemohes] Box of 1 by B.Braun,S,Standard,V,Valid,OMOP329730,Drug,RxNorm Extension,Marketed Product,1503547200000,4102376400000
21128351,500 ML Pentastarch 100 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution [Hemohes] by B.Braun,S,Standard,V,Valid,OMOP329728,Drug,RxNorm Extension,Marketed Product,1503547200000,4102376400000
21167830,500 ML Pentastarch 60 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution,S,Standard,V,Valid,OMOP329731,Drug,RxNorm Extension,Quant Clinical Drug,1503547200000,4102376400000
21040113,500 ML Pentastarch 60 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution Box of 1,S,Standard,V,Valid,OMOP329732,Drug,RxNorm Extension,Quant Clinical Box,1503547200000,4102376400000
21138219,500 ML Pentastarch 60 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution Box of 10,S,Standard,V,Valid,OMOP329733,Drug,RxNorm Extension,Quant Clinical Box,1503547200000,4102376400000
21069651,500 ML Pentastarch 60 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution [Hemohes],S,Standard,V,Valid,OMOP329734,Drug,RxNorm Extension,Quant Branded Drug,1503547200000,4102376400000
21099022,500 ML Pentastarch 60 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution [Hemohes] Box of 1,S,Standard,V,Valid,OMOP329736,Drug,RxNorm Extension,Quant Branded Box,1503547200000,4102376400000
21059707,500 ML Pentastarch 60 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution [Hemohes] Box of 1 by B.Braun,S,Standard,V,Valid,OMOP329737,Drug,RxNorm Extension,Marketed Product,1503547200000,4102376400000
21118569,500 ML Pentastarch 60 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution [Hemohes] by B.Braun,S,Standard,V,Valid,OMOP329735,Drug,RxNorm Extension,Marketed Product,1503547200000,4102376400000
21079425,500 ML Pentastarch 60 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution [Infukoll],S,Standard,V,Valid,OMOP329738,Drug,RxNorm Extension,Quant Branded Drug,1503547200000,4102376400000
21148090,500 ML Pentastarch 60 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution [Infukoll] Box of 10,S,Standard,V,Valid,OMOP329740,Drug,RxNorm Extension,Quant Branded Box,1503547200000,4102376400000
21079426,500 ML Pentastarch 60 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution [Infukoll] Box of 10 by Beacon,S,Standard,V,Valid,OMOP329741,Drug,RxNorm Extension,Marketed Product,1503547200000,4102376400000
21059708,500 ML Pentastarch 60 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution [Infukoll] by Beacon,S,Standard,V,Valid,OMOP329739,Drug,RxNorm Extension,Marketed Product,1503547200000,4102376400000
36896842,500 ML Pentastarch 60 MG/ML / Sodium Chloride 9 MG/ML Injection,S,Standard,V,Valid,OMOP995739,Drug,RxNorm Extension,Quant Clinical Drug,1503547200000,4102376400000
43265245,500 ML Pentastarch 60 MG/ML / Sodium Chloride 9 MG/ML Injection Box of 10,S,Standard,V,Valid,OMOP572626,Drug,RxNorm Extension,Quant Clinical Box,1503547200000,4102376400000
43281607,500 ML Pentastarch 60 MG/ML / Sodium Chloride 9 MG/ML Injection Box of 15,S,Standard,V,Valid,OMOP568985,Drug,RxNorm Extension,Quant Clinical Box,1503547200000,4102376400000
43270716,500 ML Pentastarch 60 MG/ML / Sodium Chloride 9 MG/ML Injection Box of 20,S,Standard,V,Valid,OMOP568986,Drug,RxNorm Extension,Quant Clinical Box,1503547200000,4102376400000
43287062,500 ML Pentastarch 60 MG/ML / Sodium Chloride 9 MG/ML Injection [Voluven],S,Standard,V,Valid,OMOP568987,Drug,RxNorm Extension,Quant Branded Drug,1503547200000,4102376400000
43276238,500 ML Pentastarch 60 MG/ML / Sodium Chloride 9 MG/ML Injection [Voluven] Box of 10,S,Standard,V,Valid,OMOP568988,Drug,RxNorm Extension,Quant Branded Box,1503547200000,4102376400000
43292445,500 ML Pentastarch 60 MG/ML / Sodium Chloride 9 MG/ML Injection [Voluven] Box of 15,S,Standard,V,Valid,OMOP568989,Drug,RxNorm Extension,Quant Branded Box,1503547200000,4102376400000
43270717,500 ML Pentastarch 60 MG/ML / Sodium Chloride 9 MG/ML Injection [Voluven] Box of 20,S,Standard,V,Valid,OMOP568990,Drug,RxNorm Extension,Quant Branded Box,1503547200000,4102376400000
2907426,500 ML polyethylene glycol 3350 525 MG/ML / potassium chloride 1.86 MG/ML / sodium bicarbonate 7.14 MG/ML / sodium chloride 14 MG/ML Oral Solution,S,Standard,V,Valid,OMOP5124177,Drug,RxNorm Extension,Quant Clinical Drug,1625025600000,4102376400000
2907425,500 ML polyethylene glycol 3350 525 MG/ML / potassium chloride 1.86 MG/ML / sodium bicarbonate 7.14 MG/ML / sodium chloride 14 MG/ML Oral Solution [Movicol],S,Standard,V,Valid,OMOP5124176,Drug,RxNorm Extension,Quant Branded Drug,1625025600000,4102376400000
43270713,500 ML POLYETHYLENE GLYCOL 3350 526 MG/ML / Potassium Chloride 1.86 MG/ML / Sodium Bicarbonate 7.14 MG/ML / Sodium Chloride 14 MG/ML Oral Solution,S,Standard,V,Valid,OMOP568938,Drug,RxNorm Extension,Quant Clinical Drug,1503547200000,4102376400000
36777992,500 ML POLYETHYLENE GLYCOL 3350 526 MG/ML / Potassium Chloride 1.86 MG/ML / Sodium Bicarbonate 7.14 MG/ML / Sodium Chloride 14 MG/ML Oral Solution Box of 1,S,Standard,V,Valid,OMOP4766321,Drug,RxNorm Extension,Quant Clinical Box,1535774400000,4102376400000
43297831,500 ML POLYETHYLENE GLYCOL 3350 526 MG/ML / Potassium Chloride 1.86 MG/ML / Sodium Bicarbonate 7.14 MG/ML / Sodium Chloride 14 MG/ML Oral Solution [Movicol],S,Standard,V,Valid,OMOP568939,Drug,RxNorm Extension,Quant Branded Drug,1503547200000,4102376400000
36777991,500 ML POLYETHYLENE GLYCOL 3350 526 MG/ML / Potassium Chloride 1.86 MG/ML / Sodium Bicarbonate 7.14 MG/ML / Sodium Chloride 14 MG/ML Oral Solution [Movicol] Box of 1,S,Standard,V,Valid,OMOP4766320,Drug,RxNorm Extension,Quant Branded Box,1535774400000,4102376400000
36777990,500 ML POLYETHYLENE GLYCOL 3350 526 MG/ML / Potassium Chloride 1.86 MG/ML / Sodium Bicarbonate 7.14 MG/ML / Sodium Chloride 14 MG/ML Oral Solution [Movicol] Box of 1 by Norgine,S,Standard,V,Valid,OMOP4766319,Drug,RxNorm Extension,Marketed Product,1535774400000,4102376400000
36282210,500 ML POLYETHYLENE GLYCOL 3350 526 MG/ML / Potassium Chloride 1.86 MG/ML / Sodium Bicarbonate 7.14 MG/ML / Sodium Chloride 14 MG/ML Oral Solution [Movicol] by Norgine,S,Standard,V,Valid,OMOP3133085,Drug,RxNorm Extension,Marketed Product,1506830400000,4102376400000
43687017,500 ML Polyethylene Glycols 105 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Bicarbonate 1.43 MG/ML / Sodium Chloride 3 MG/ML Oral Powder,S,Standard,V,Valid,OMOP855720,Drug,RxNorm Extension,Quant Clinical Drug,1503547200000,4102376400000
43669125,500 ML Polyethylene Glycols 105 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Bicarbonate 1.43 MG/ML / Sodium Chloride 3 MG/ML Oral Powder [Colofalk],S,Standard,V,Valid,OMOP855727,Drug,RxNorm Extension,Quant Branded Drug,1503547200000,4102376400000
43722813,500 ML Polyethylene Glycols 105 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Bicarbonate 1.43 MG/ML / Sodium Chloride 3 MG/ML Oral Powder [Colofalk] by Dr.Falk,S,Standard,V,Valid,OMOP855729,Drug,RxNorm Extension,Marketed Product,1503547200000,4102376400000
43722811,500 ML Polyethylene Glycols 105 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Bicarbonate 1.43 MG/ML / Sodium Chloride 3 MG/ML Oral Powder [Colosol],S,Standard,V,Valid,OMOP855721,Drug,RxNorm Extension,Quant Branded Drug,1503547200000,4102376400000
43740925,500 ML Polyethylene Glycols 105 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Bicarbonate 1.43 MG/ML / Sodium Chloride 3 MG/ML Oral Powder [Colosol] by Dr.Falk,S,Standard,V,Valid,OMOP855722,Drug,RxNorm Extension,Marketed Product,1503547200000,4102376400000
43722812,500 ML Polyethylene Glycols 105 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Bicarbonate 1.43 MG/ML / Sodium Chloride 3 MG/ML Oral Powder [Endofalk],S,Standard,V,Valid,OMOP855723,Drug,RxNorm Extension,Quant Branded Drug,1503547200000,4102376400000
43794723,500 ML Polyethylene Glycols 105 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Bicarbonate 1.43 MG/ML / Sodium Chloride 3 MG/ML Oral Powder [Endofalk] by Dr.Falk,S,Standard,V,Valid,OMOP855724,Drug,RxNorm Extension,Marketed Product,1503547200000,4102376400000
2024641,500 ML potassium chloride 1.5 MG/ML / sodium chloride 4.5 MG/ML Injectable Solution,S,Standard,V,Valid,OMOP4923225,Drug,RxNorm Extension,Quant Clinical Drug,1596168000000,4102376400000
2024642,500 ML potassium chloride 1.5 MG/ML / sodium chloride 4.5 MG/ML Injectable Solution [NACL.K 20],S,Standard,V,Valid,OMOP4923226,Drug,RxNorm Extension,Quant Branded Drug,1596168000000,4102376400000
2024643,500 ML potassium chloride 1.5 MG/ML / sodium chloride 4.5 MG/ML Injectable Solution [NACL.K 20] by JW,S,Standard,V,Valid,OMOP4923227,Drug,RxNorm Extension,Marketed Product,1596168000000,4102376400000
36412291,500 ML Potassium Chloride 1.5 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution,S,Standard,V,Valid,OMOP3104333,Drug,RxNorm Extension,Quant Clinical Drug,1501646400000,4102376400000
36412344,500 ML Potassium Chloride 1.5 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution Box of 1,S,Standard,V,Valid,OMOP3104386,Drug,RxNorm Extension,Quant Clinical Box,1501646400000,4102376400000
36122058,500 ML potassium chloride 1.5 MG/ML / sodium chloride 9 MG/ML Injectable Solution Box of 10,S,Standard,V,Valid,OMOP5051128,Drug,RxNorm Extension,Quant Clinical Box,1624852800000,4102376400000
36122059,500 ML potassium chloride 1.5 MG/ML / sodium chloride 9 MG/ML Injectable Solution Box of 10 by B.Braun,S,Standard,V,Valid,OMOP5051129,Drug,RxNorm Extension,Marketed Product,1624852800000,4102376400000
36412309,500 ML Potassium Chloride 1.5 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution Box of 15,S,Standard,V,Valid,OMOP3104351,Drug,RxNorm Extension,Quant Clinical Box,1501646400000,4102376400000
36412353,500 ML Potassium Chloride 1.5 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution Box of 1 by A A H,S,Standard,V,Valid,OMOP3104395,Drug,RxNorm Extension,Marketed Product,1501646400000,4102376400000
36412283,500 ML Potassium Chloride 1.5 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution Box of 1 by Baxter,S,Standard,V,Valid,OMOP3104325,Drug,RxNorm Extension,Marketed Product,1501646400000,4102376400000
36412318,500 ML Potassium Chloride 1.5 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution Box of 1 by Maco,S,Standard,V,Valid,OMOP3104360,Drug,RxNorm Extension,Marketed Product,1501646400000,4102376400000
40709138,500 ML Potassium Chloride 1.5 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution Box of 1 by Terumo BCT,S,Standard,V,Valid,OMOP4748055,Drug,RxNorm Extension,Marketed Product,1528084800000,4102376400000
36412262,500 ML Potassium Chloride 1.5 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution Box of 20,S,Standard,V,Valid,OMOP3104304,Drug,RxNorm Extension,Quant Clinical Box,1501646400000,4102376400000
36412282,500 ML Potassium Chloride 1.5 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution Box of 20 by Baxter,S,Standard,V,Valid,OMOP3104324,Drug,RxNorm Extension,Marketed Product,1501646400000,4102376400000
36412304,500 ML Potassium Chloride 1.5 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution Box of 20 by Maco,S,Standard,V,Valid,OMOP3104346,Drug,RxNorm Extension,Marketed Product,1501646400000,4102376400000
36412284,500 ML Potassium Chloride 1.5 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution by A A H,S,Standard,V,Valid,OMOP3104326,Drug,RxNorm Extension,Marketed Product,1501646400000,4102376400000
36412270,500 ML Potassium Chloride 1.5 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution by Baxter,S,Standard,V,Valid,OMOP3104312,Drug,RxNorm Extension,Marketed Product,1501646400000,4102376400000
36118869,500 ML potassium chloride 1.5 MG/ML / sodium chloride 9 MG/ML Injectable Solution by B.Braun,S,Standard,V,Valid,OMOP5051127,Drug,RxNorm Extension,Marketed Product,1624852800000,4102376400000
36412271,500 ML Potassium Chloride 1.5 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution by Maco,S,Standard,V,Valid,OMOP3104313,Drug,RxNorm Extension,Marketed Product,1501646400000,4102376400000
40709139,500 ML Potassium Chloride 1.5 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution by Terumo BCT,S,Standard,V,Valid,OMOP4748054,Drug,RxNorm Extension,Marketed Product,1528084800000,4102376400000
36412254,500 ML Potassium Chloride 1.5 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution [Intraven],S,Standard,V,Valid,OMOP3104296,Drug,RxNorm Extension,Quant Branded Drug,1501646400000,4102376400000
36412299,500 ML Potassium Chloride 1.5 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution [Intraven] Box of 1,S,Standard,V,Valid,OMOP3104341,Drug,RxNorm Extension,Quant Branded Box,1501646400000,4102376400000
36412352,500 ML Potassium Chloride 1.5 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution [Intraven] Box of 1 by Terumo BCT,S,Standard,V,Valid,OMOP3104394,Drug,RxNorm Extension,Marketed Product,1501646400000,4102376400000
36412333,500 ML Potassium Chloride 1.5 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution [Intraven] by Terumo BCT,S,Standard,V,Valid,OMOP3104375,Drug,RxNorm Extension,Marketed Product,1501646400000,4102376400000
36412253,500 ML Potassium Chloride 1.5 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution [Steriflex],S,Standard,V,Valid,OMOP3104295,Drug,RxNorm Extension,Quant Branded Drug,1501646400000,4102376400000
36412269,500 ML Potassium Chloride 1.5 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution [Steriflex] Box of 1,S,Standard,V,Valid,OMOP3104311,Drug,RxNorm Extension,Quant Branded Box,1501646400000,4102376400000
36412348,500 ML Potassium Chloride 1.5 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution [Steriflex] Box of 15,S,Standard,V,Valid,OMOP3104390,Drug,RxNorm Extension,Quant Branded Box,1501646400000,4102376400000
36412303,500 ML Potassium Chloride 1.5 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution [Steriflex] Box of 15 by Fresenius,S,Standard,V,Valid,OMOP3104345,Drug,RxNorm Extension,Marketed Product,1501646400000,4102376400000
36937526,500 ML potassium chloride 1.5 MG/ML / sodium chloride 9 MG/ML Injectable Solution [Steriflex] Box of 15 by Fresenius Kabi,S,Standard,V,Valid,OMOP5213262,Drug,RxNorm Extension,Marketed Product,1684728000000,4102376400000
36412317,500 ML Potassium Chloride 1.5 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution [Steriflex] Box of 1 by Fresenius,S,Standard,V,Valid,OMOP3104359,Drug,RxNorm Extension,Marketed Product,1501646400000,4102376400000
36963871,500 ML potassium chloride 1.5 MG/ML / sodium chloride 9 MG/ML Injectable Solution [Steriflex] Box of 1 by Fresenius Kabi,S,Standard,V,Valid,OMOP5213261,Drug,RxNorm Extension,Marketed Product,1684728000000,4102376400000
36412351,500 ML Potassium Chloride 1.5 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution [Steriflex] by Fresenius,S,Standard,V,Valid,OMOP3104393,Drug,RxNorm Extension,Marketed Product,1501646400000,4102376400000
36953133,500 ML potassium chloride 1.5 MG/ML / sodium chloride 9 MG/ML Injectable Solution [Steriflex] by Fresenius Kabi,S,Standard,V,Valid,OMOP5213260,Drug,RxNorm Extension,Marketed Product,1684728000000,4102376400000
21118599,500 ML Potassium Chloride 1.5 MG/ML / Sodium Chloride 9 MG/ML Injection,S,Standard,V,Valid,OMOP330287,Drug,RxNorm Extension,Quant Clinical Drug,1503547200000,4102376400000
21167857,500 ML Potassium Chloride 1.5 MG/ML / Sodium Chloride 9 MG/ML Injection Box of 1,S,Standard,V,Valid,OMOP330292,Drug,RxNorm Extension,Quant Clinical Box,1503547200000,4102376400000
2907370,500 ML potassium chloride 1.5 MG/ML / sodium chloride 9 MG/ML Injection Box of 10,S,Standard,V,Valid,OMOP5124124,Drug,RxNorm Extension,Quant Clinical Box,1625025600000,4102376400000
2907369,500 ML potassium chloride 1.5 MG/ML / sodium chloride 9 MG/ML Injection Box of 10 by Fresenius Kabi,S,Standard,V,Valid,OMOP5124123,Drug,RxNorm Extension,Marketed Product,1625025600000,4102376400000
21030302,500 ML Potassium Chloride 1.5 MG/ML / Sodium Chloride 9 MG/ML Injection Box of 15,S,Standard,V,Valid,OMOP330296,Drug,RxNorm Extension,Quant Clinical Box,1503547200000,4102376400000
21049917,500 ML Potassium Chloride 1.5 MG/ML / Sodium Chloride 9 MG/ML Injection Box of 1 by A A H,S,Standard,V,Valid,OMOP330295,Drug,RxNorm Extension,Marketed Product,1503547200000,4102376400000
21030301,500 ML Potassium Chloride 1.5 MG/ML / Sodium Chloride 9 MG/ML Injection Box of 1 by Baxter,S,Standard,V,Valid,OMOP330294,Drug,RxNorm Extension,Marketed Product,1503547200000,4102376400000
