concept_id,concept_name,standard_concept,standard_concept_caption,invalid_reason,invalid_reason_caption,concept_code,domain_id,vocabulary_id,concept_class_id,valid_start_date,valid_end_date
40709299,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution Box of 12,S,Standard,V,Valid,OMOP4747864,Drug,RxNorm Extension,Quant Clinical Box,1528084800000,4102376400000
40709298,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution Box of 15,S,Standard,V,Valid,OMOP4747865,Drug,RxNorm Extension,Quant Clinical Box,1528084800000,4102376400000
40709297,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution Box of 18,S,Standard,V,Valid,OMOP4747866,Drug,RxNorm Extension,Quant Clinical Box,1528084800000,4102376400000
36920277,500 ML calcium chloride 0.268 MG/ML / lactate 3.1 MG/ML / potassium chloride 0.4 MG/ML / sodium chloride 6 MG/ML Injectable Solution Box of 18 by Maco,S,Standard,V,Valid,OMOP5213234,Drug,RxNorm Extension,Marketed Product,1684728000000,4102376400000
40709296,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution Box of 20,S,Standard,V,Valid,OMOP4747867,Drug,RxNorm Extension,Quant Clinical Box,1528084800000,4102376400000
36947748,500 ML calcium chloride 0.268 MG/ML / lactate 3.1 MG/ML / potassium chloride 0.4 MG/ML / sodium chloride 6 MG/ML Injectable Solution Box of 20 by Maco,S,Standard,V,Valid,OMOP5213235,Drug,RxNorm Extension,Marketed Product,1684728000000,4102376400000
36919746,500 ML calcium chloride 0.268 MG/ML / lactate 3.1 MG/ML / potassium chloride 0.4 MG/ML / sodium chloride 6 MG/ML Injectable Solution by Maco,S,Standard,V,Valid,OMOP5213232,Drug,RxNorm Extension,Marketed Product,1684728000000,4102376400000
40709295,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [Intraven],S,Standard,V,Valid,OMOP4747868,Drug,RxNorm Extension,Quant Branded Drug,1528084800000,4102376400000
40709293,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [Intraven] Box of 1,S,Standard,V,Valid,OMOP4747870,Drug,RxNorm Extension,Quant Branded Box,1528084800000,4102376400000
40709294,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [Intraven] by Terumo BCT,S,Standard,V,Valid,OMOP4747869,Drug,RxNorm Extension,Marketed Product,1528084800000,4102376400000
40709277,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [Macoflex],S,Standard,V,Valid,OMOP4747886,Drug,RxNorm Extension,Quant Branded Drug,1528084800000,4102376400000
40709275,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [Macoflex] Box of 1,S,Standard,V,Valid,OMOP4747888,Drug,RxNorm Extension,Quant Branded Box,1528084800000,4102376400000
40709273,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [Macoflex] Box of 18,S,Standard,V,Valid,OMOP4747890,Drug,RxNorm Extension,Quant Branded Box,1528084800000,4102376400000
40709272,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [Macoflex] Box of 18 by Maco,S,Standard,V,Valid,OMOP4747891,Drug,RxNorm Extension,Marketed Product,1528084800000,4102376400000
40709271,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [Macoflex] Box of 20,S,Standard,V,Valid,OMOP4747892,Drug,RxNorm Extension,Quant Branded Box,1528084800000,4102376400000
40709276,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [Macoflex] by Maco,S,Standard,V,Valid,OMOP4747887,Drug,RxNorm Extension,Marketed Product,1528084800000,4102376400000
40709285,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [Polyfusor H],S,Standard,V,Valid,OMOP4747878,Drug,RxNorm Extension,Quant Branded Drug,1528084800000,4102376400000
40709283,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [Polyfusor H] Box of 1,S,Standard,V,Valid,OMOP4747880,Drug,RxNorm Extension,Quant Branded Box,1528084800000,4102376400000
40709281,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [Polyfusor H] Box of 12,S,Standard,V,Valid,OMOP4747882,Drug,RxNorm Extension,Quant Branded Box,1528084800000,4102376400000
40709280,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [Polyfusor H] Box of 12 by Fresenius,S,Standard,V,Valid,OMOP4747883,Drug,RxNorm Extension,Marketed Product,1528084800000,4102376400000
36961067,500 ML calcium chloride 0.268 MG/ML / lactate 3.1 MG/ML / potassium chloride 0.4 MG/ML / sodium chloride 6 MG/ML Injectable Solution [Polyfusor H] Box of 12 by Fresenius Kabi,S,Standard,V,Valid,OMOP5213238,Drug,RxNorm Extension,Marketed Product,1684728000000,4102376400000
40709279,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [Polyfusor H] Box of 15,S,Standard,V,Valid,OMOP4747884,Drug,RxNorm Extension,Quant Branded Box,1528084800000,4102376400000
40709278,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [Polyfusor H] Box of 15 by Fresenius,S,Standard,V,Valid,OMOP4747885,Drug,RxNorm Extension,Marketed Product,1528084800000,4102376400000
36947073,500 ML calcium chloride 0.268 MG/ML / lactate 3.1 MG/ML / potassium chloride 0.4 MG/ML / sodium chloride 6 MG/ML Injectable Solution [Polyfusor H] Box of 15 by Fresenius Kabi,S,Standard,V,Valid,OMOP5213239,Drug,RxNorm Extension,Marketed Product,1684728000000,4102376400000
40709284,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [Polyfusor H] by Fresenius,S,Standard,V,Valid,OMOP4747879,Drug,RxNorm Extension,Marketed Product,1528084800000,4102376400000
36962567,500 ML calcium chloride 0.268 MG/ML / lactate 3.1 MG/ML / potassium chloride 0.4 MG/ML / sodium chloride 6 MG/ML Injectable Solution [Polyfusor H] by Fresenius Kabi,S,Standard,V,Valid,OMOP5213236,Drug,RxNorm Extension,Marketed Product,1684728000000,4102376400000
36957488,500 ML calcium chloride 0.268 MG/ML / lactate 3.1 MG/ML / potassium chloride 0.4 MG/ML / sodium chloride 6 MG/ML Injectable Solution [Ringer-Lactate],S,Standard,V,Valid,OMOP5213240,Drug,RxNorm Extension,Quant Branded Drug,1684728000000,4102376400000
36940664,500 ML calcium chloride 0.268 MG/ML / lactate 3.1 MG/ML / potassium chloride 0.4 MG/ML / sodium chloride 6 MG/ML Injectable Solution [Ringer-Lactate] Box of 1,S,Standard,V,Valid,OMOP5213242,Drug,RxNorm Extension,Quant Branded Box,1684728000000,4102376400000
36958516,500 ML calcium chloride 0.268 MG/ML / lactate 3.1 MG/ML / potassium chloride 0.4 MG/ML / sodium chloride 6 MG/ML Injectable Solution [Ringer-Lactate] Box of 20,S,Standard,V,Valid,OMOP5213244,Drug,RxNorm Extension,Quant Branded Box,1684728000000,4102376400000
36943749,500 ML calcium chloride 0.268 MG/ML / lactate 3.1 MG/ML / potassium chloride 0.4 MG/ML / sodium chloride 6 MG/ML Injectable Solution [Ringer-Lactate] Box of 20 by Maco,S,Standard,V,Valid,OMOP5213245,Drug,RxNorm Extension,Marketed Product,1684728000000,4102376400000
36947272,500 ML calcium chloride 0.268 MG/ML / lactate 3.1 MG/ML / potassium chloride 0.4 MG/ML / sodium chloride 6 MG/ML Injectable Solution [Ringer-Lactate] by Maco,S,Standard,V,Valid,OMOP5213241,Drug,RxNorm Extension,Marketed Product,1684728000000,4102376400000
40709263,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [RINGER LACTATE VIAFLO],S,Standard,V,Valid,OMOP4747900,Drug,RxNorm Extension,Quant Branded Drug,1528084800000,4102376400000
40709261,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [RINGER LACTATE VIAFLO] Box of 1,S,Standard,V,Valid,OMOP4747902,Drug,RxNorm Extension,Quant Branded Box,1528084800000,4102376400000
40709781,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [RINGER LACTATE VIAFLO] Box of 20,S,Standard,V,Valid,OMOP4747904,Drug,RxNorm Extension,Quant Branded Box,1528084800000,4102376400000
40709780,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [RINGER LACTATE VIAFLO] Box of 20 by Baxter,S,Standard,V,Valid,OMOP4747905,Drug,RxNorm Extension,Marketed Product,1528084800000,4102376400000
40709262,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [RINGER LACTATE VIAFLO] by Baxter,S,Standard,V,Valid,OMOP4747901,Drug,RxNorm Extension,Marketed Product,1528084800000,4102376400000
40709291,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [Steriflex],S,Standard,V,Valid,OMOP4747872,Drug,RxNorm Extension,Quant Branded Drug,1528084800000,4102376400000
40709289,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [Steriflex] Box of 1,S,Standard,V,Valid,OMOP4747874,Drug,RxNorm Extension,Quant Branded Box,1528084800000,4102376400000
40709287,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [Steriflex] Box of 15,S,Standard,V,Valid,OMOP4747876,Drug,RxNorm Extension,Quant Branded Box,1528084800000,4102376400000
40709286,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [Steriflex] Box of 15 by Fresenius,S,Standard,V,Valid,OMOP4747877,Drug,RxNorm Extension,Marketed Product,1528084800000,4102376400000
40709290,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [Steriflex] by Fresenius,S,Standard,V,Valid,OMOP4747873,Drug,RxNorm Extension,Marketed Product,1528084800000,4102376400000
40709269,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [Viaflex],S,Standard,V,Valid,OMOP4747894,Drug,RxNorm Extension,Quant Branded Drug,1528084800000,4102376400000
40709267,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [Viaflex] Box of 1,S,Standard,V,Valid,OMOP4747896,Drug,RxNorm Extension,Quant Branded Box,1528084800000,4102376400000
40709265,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [Viaflex] Box of 20,S,Standard,V,Valid,OMOP4747898,Drug,RxNorm Extension,Quant Branded Box,1528084800000,4102376400000
40709264,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [Viaflex] Box of 20 by Baxter,S,Standard,V,Valid,OMOP4747899,Drug,RxNorm Extension,Marketed Product,1528084800000,4102376400000
40709268,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [Viaflex] by Baxter,S,Standard,V,Valid,OMOP4747895,Drug,RxNorm Extension,Marketed Product,1528084800000,4102376400000
40709306,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [Viaflo Sodium lactate compound],S,Standard,V,Valid,OMOP4747857,Drug,RxNorm Extension,Quant Branded Drug,1528084800000,4102376400000
40709304,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [Viaflo Sodium lactate compound] Box of 1,S,Standard,V,Valid,OMOP4747859,Drug,RxNorm Extension,Quant Branded Box,1528084800000,4102376400000
40709302,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [Viaflo Sodium lactate compound] Box of 20,S,Standard,V,Valid,OMOP4747861,Drug,RxNorm Extension,Quant Branded Box,1528084800000,4102376400000
40709301,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [Viaflo Sodium lactate compound] Box of 20 by Baxter,S,Standard,V,Valid,OMOP4747862,Drug,RxNorm Extension,Marketed Product,1528084800000,4102376400000
40709305,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [Viaflo Sodium lactate compound] by Baxter,S,Standard,V,Valid,OMOP4747858,Drug,RxNorm Extension,Marketed Product,1528084800000,4102376400000
2907380,500 ML calcium chloride 0.268 MG/ML / lactate 3.1 MG/ML / potassium chloride 0.4 MG/ML / sodium chloride 6 MG/ML Injection,S,Standard,V,Valid,OMOP5124133,Drug,RxNorm Extension,Quant Clinical Drug,1625025600000,4102376400000
2907379,500 ML calcium chloride 0.268 MG/ML / lactate 3.1 MG/ML / potassium chloride 0.4 MG/ML / sodium chloride 6 MG/ML Injection Box of 18,S,Standard,V,Valid,OMOP5124132,Drug,RxNorm Extension,Quant Clinical Box,1625025600000,4102376400000
43143535,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Prefilled Syringe,S,Standard,V,Valid,OMOP431412,Drug,RxNorm Extension,Quant Clinical Drug,1503547200000,4102376400000
43143536,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Prefilled Syringe Box of 1,S,Standard,V,Valid,OMOP431413,Drug,RxNorm Extension,Quant Clinical Box,1503547200000,4102376400000
43198652,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Prefilled Syringe Box of 12,S,Standard,V,Valid,OMOP431414,Drug,RxNorm Extension,Quant Clinical Box,1503547200000,4102376400000
43209499,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Prefilled Syringe [RINGER LACTATE LAVOISIER],S,Standard,V,Valid,OMOP431416,Drug,RxNorm Extension,Quant Branded Drug,1503547200000,4102376400000
43143537,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Prefilled Syringe [RINGER LACTATE LAVOISIER] Box of 1,S,Standard,V,Valid,OMOP431417,Drug,RxNorm Extension,Quant Branded Box,1503547200000,4102376400000
43143539,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Prefilled Syringe [RINGER LACTATE LAVOISIER] Box of 12,S,Standard,V,Valid,OMOP431419,Drug,RxNorm Extension,Quant Branded Box,1503547200000,4102376400000
43143540,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Prefilled Syringe [RINGER LACTATE LAVOISIER] Box of 12 by Chaix Et Du Marais,S,Standard,V,Valid,OMOP431420,Drug,RxNorm Extension,Marketed Product,1503547200000,4102376400000
43143538,500 ML Calcium Chloride 0.268 MG/ML / Lactate 3.1 MG/ML / Potassium Chloride 0.4 MG/ML / Sodium Chloride 6 MG/ML Prefilled Syringe [RINGER LACTATE LAVOISIER] Box of 1 by Chaix Et Du Marais,S,Standard,V,Valid,OMOP431418,Drug,RxNorm Extension,Marketed Product,1503547200000,4102376400000
43044106,500 ML Calcium Chloride 0.268 MG/ML / Potassium Chloride 0.4 MG/ML / sodium (s) lactate 3.1 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution,S,Standard,V,Valid,OMOP4859116,Drug,RxNorm Extension,Quant Clinical Drug,1570334400000,4102376400000
43044108,500 ML Calcium Chloride 0.268 MG/ML / Potassium Chloride 0.4 MG/ML / sodium (s) lactate 3.1 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution Box of 12,S,Standard,V,Valid,OMOP4859118,Drug,RxNorm Extension,Quant Clinical Box,1570334400000,4102376400000
43044109,500 ML Calcium Chloride 0.268 MG/ML / Potassium Chloride 0.4 MG/ML / sodium (s) lactate 3.1 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution Box of 12 by Chaix Et Du Marais,S,Standard,V,Valid,OMOP4859119,Drug,RxNorm Extension,Marketed Product,1570334400000,4102376400000
43044107,500 ML Calcium Chloride 0.268 MG/ML / Potassium Chloride 0.4 MG/ML / sodium (s) lactate 3.1 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution by Chaix Et Du Marais,S,Standard,V,Valid,OMOP4859117,Drug,RxNorm Extension,Marketed Product,1570334400000,4102376400000
43044091,500 ML Calcium Chloride 0.268 MG/ML / Potassium Chloride 0.4 MG/ML / sodium (s) lactate 3.2 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution,S,Standard,V,Valid,OMOP4859102,Drug,RxNorm Extension,Quant Clinical Drug,1570334400000,4102376400000
36925368,500 ML calcium chloride 0.268 MG/ML / potassium chloride 0.4 MG/ML / sodium (s) lactate 3.2 MG/ML / sodium chloride 6 MG/ML Injectable Solution Box of 1,S,Standard,V,Valid,OMOP5213159,Drug,RxNorm Extension,Quant Clinical Box,1684728000000,4102376400000
36933489,500 ML calcium chloride 0.268 MG/ML / potassium chloride 0.4 MG/ML / sodium (s) lactate 3.2 MG/ML / sodium chloride 6 MG/ML Injectable Solution Box of 15,S,Standard,V,Valid,OMOP5213162,Drug,RxNorm Extension,Quant Clinical Box,1684728000000,4102376400000
43044092,500 ML Calcium Chloride 0.268 MG/ML / Potassium Chloride 0.4 MG/ML / sodium (s) lactate 3.2 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution Box of 20,S,Standard,V,Valid,OMOP4859103,Drug,RxNorm Extension,Quant Clinical Box,1570334400000,4102376400000
43044093,500 ML Calcium Chloride 0.268 MG/ML / Potassium Chloride 0.4 MG/ML / sodium (s) lactate 3.2 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution Box of 20 by Baxter,S,Standard,V,Valid,OMOP4859104,Drug,RxNorm Extension,Marketed Product,1570334400000,4102376400000
36921759,500 ML calcium chloride 0.268 MG/ML / potassium chloride 0.4 MG/ML / sodium (s) lactate 3.2 MG/ML / sodium chloride 6 MG/ML Injectable Solution by Baxter,S,Standard,V,Valid,OMOP5213158,Drug,RxNorm Extension,Marketed Product,1684728000000,4102376400000
36921525,500 ML calcium chloride 0.268 MG/ML / potassium chloride 0.4 MG/ML / sodium (s) lactate 3.2 MG/ML / sodium chloride 6 MG/ML Injectable Solution by Fresenius Kabi,S,Standard,V,Valid,OMOP5213157,Drug,RxNorm Extension,Marketed Product,1684728000000,4102376400000
36942683,500 ML calcium chloride 0.268 MG/ML / potassium chloride 0.4 MG/ML / sodium (s) lactate 3.2 MG/ML / sodium chloride 6 MG/ML Injectable Solution [Ringer-Lactate],S,Standard,V,Valid,OMOP5213170,Drug,RxNorm Extension,Quant Branded Drug,1684728000000,4102376400000
36943776,500 ML calcium chloride 0.268 MG/ML / potassium chloride 0.4 MG/ML / sodium (s) lactate 3.2 MG/ML / sodium chloride 6 MG/ML Injectable Solution [Ringer-Lactate] Box of 1,S,Standard,V,Valid,OMOP5213172,Drug,RxNorm Extension,Quant Branded Box,1684728000000,4102376400000
36965853,500 ML calcium chloride 0.268 MG/ML / potassium chloride 0.4 MG/ML / sodium (s) lactate 3.2 MG/ML / sodium chloride 6 MG/ML Injectable Solution [Ringer-Lactate] Box of 20,S,Standard,V,Valid,OMOP5213174,Drug,RxNorm Extension,Quant Branded Box,1684728000000,4102376400000
36939347,500 ML calcium chloride 0.268 MG/ML / potassium chloride 0.4 MG/ML / sodium (s) lactate 3.2 MG/ML / sodium chloride 6 MG/ML Injectable Solution [Ringer-Lactate] Box of 20 by Baxter,S,Standard,V,Valid,OMOP5213175,Drug,RxNorm Extension,Marketed Product,1684728000000,4102376400000
36951168,500 ML calcium chloride 0.268 MG/ML / potassium chloride 0.4 MG/ML / sodium (s) lactate 3.2 MG/ML / sodium chloride 6 MG/ML Injectable Solution [Ringer-Lactate] by Baxter,S,Standard,V,Valid,OMOP5213171,Drug,RxNorm Extension,Marketed Product,1684728000000,4102376400000
36923606,500 ML calcium chloride 0.268 MG/ML / potassium chloride 0.4 MG/ML / sodium (s) lactate 3.2 MG/ML / sodium chloride 6 MG/ML Injectable Solution [Steriflex],S,Standard,V,Valid,OMOP5213164,Drug,RxNorm Extension,Quant Branded Drug,1684728000000,4102376400000
36946092,500 ML calcium chloride 0.268 MG/ML / potassium chloride 0.4 MG/ML / sodium (s) lactate 3.2 MG/ML / sodium chloride 6 MG/ML Injectable Solution [Steriflex] Box of 1,S,Standard,V,Valid,OMOP5213166,Drug,RxNorm Extension,Quant Branded Box,1684728000000,4102376400000
36938762,500 ML calcium chloride 0.268 MG/ML / potassium chloride 0.4 MG/ML / sodium (s) lactate 3.2 MG/ML / sodium chloride 6 MG/ML Injectable Solution [Steriflex] Box of 15,S,Standard,V,Valid,OMOP5213168,Drug,RxNorm Extension,Quant Branded Box,1684728000000,4102376400000
36926421,500 ML calcium chloride 0.268 MG/ML / potassium chloride 0.4 MG/ML / sodium (s) lactate 3.2 MG/ML / sodium chloride 6 MG/ML Injectable Solution [Steriflex] Box of 15 by Fresenius Kabi,S,Standard,V,Valid,OMOP5213169,Drug,RxNorm Extension,Marketed Product,1684728000000,4102376400000
36959095,500 ML calcium chloride 0.268 MG/ML / potassium chloride 0.4 MG/ML / sodium (s) lactate 3.2 MG/ML / sodium chloride 6 MG/ML Injectable Solution [Steriflex] by Fresenius Kabi,S,Standard,V,Valid,OMOP5213165,Drug,RxNorm Extension,Marketed Product,1684728000000,4102376400000
43044094,500 ML Calcium Chloride 0.268 MG/ML / Potassium Chloride 0.4 MG/ML / sodium (s) lactate 4.73 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution,S,Standard,V,Valid,OMOP4859105,Drug,RxNorm Extension,Quant Clinical Drug,1570334400000,4102376400000
43044095,500 ML Calcium Chloride 0.268 MG/ML / Potassium Chloride 0.4 MG/ML / sodium (s) lactate 4.73 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution by Maco,S,Standard,V,Valid,OMOP4859106,Drug,RxNorm Extension,Marketed Product,1570334400000,4102376400000
43044097,500 ML Calcium Chloride 0.268 MG/ML / Potassium Chloride 0.4 MG/ML / sodium (s) lactate 6.71 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution,S,Standard,V,Valid,OMOP4859107,Drug,RxNorm Extension,Quant Clinical Drug,1570334400000,4102376400000
43044098,500 ML Calcium Chloride 0.268 MG/ML / Potassium Chloride 0.4 MG/ML / sodium (s) lactate 6.71 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [RINGER FRESENIUS],S,Standard,V,Valid,OMOP4859108,Drug,RxNorm Extension,Quant Branded Drug,1570334400000,4102376400000
43044099,500 ML Calcium Chloride 0.268 MG/ML / Potassium Chloride 0.4 MG/ML / sodium (s) lactate 6.71 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [RINGER FRESENIUS] by Fresenius,S,Standard,V,Valid,OMOP4859109,Drug,RxNorm Extension,Marketed Product,1570334400000,4102376400000
42918553,500 ML Calcium Chloride 0.2 MG/ML / Glucose 50 MG/ML / Lactate 6.24 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution,S,Standard,V,Valid,OMOP4645437,Drug,RxNorm Extension,Quant Clinical Drug,1534824000000,4102376400000
2024747,500 ML calcium chloride 0.2 MG/ML / glucose 50 MG/ML / lactate 6.24 MG/ML / potassium chloride 0.3 MG/ML / sodium chloride 6 MG/ML Injectable Solution [DAIHAN HARTMANN DEX],S,Standard,V,Valid,OMOP4923330,Drug,RxNorm Extension,Quant Branded Drug,1596168000000,4102376400000
2024748,500 ML calcium chloride 0.2 MG/ML / glucose 50 MG/ML / lactate 6.24 MG/ML / potassium chloride 0.3 MG/ML / sodium chloride 6 MG/ML Injectable Solution [DAIHAN HARTMANN DEX] by Daihan,S,Standard,V,Valid,OMOP4923331,Drug,RxNorm Extension,Marketed Product,1596168000000,4102376400000
42918555,500 ML Calcium Chloride 0.2 MG/ML / Glucose 50 MG/ML / Lactate 6.24 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution [HARTMANN D CJ],S,Standard,V,Valid,OMOP4645439,Drug,RxNorm Extension,Quant Branded Drug,1534824000000,4102376400000
